"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>righttt</pre></td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I have a lead on brown </td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>Lmao okay</pre></td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">this is certainly </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">very interesting </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">tell me im wrong </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">what is it gold </td></tr>",""
"21","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Brown voted to kill Dr.Red</td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i am bohu </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i was gonna fake NS </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">:skull: </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">but yknow </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">red needs to be killed </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I am not spoofed </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I'm batman </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">rng intel </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">he is a FA </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Brown: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">gold what </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i'm not lol </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">a field operator </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">rng intel is very fair </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">idk why you say that </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">wait </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">gold why is brown bad tell us </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i'm bohu </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">field agent </td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/><br/> Dr.Red </td></tr></tbody></table></td><td><pre><b>Private message:</b>hey I am agent sided what's your team :)?</pre></td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">can we vote red </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I feel like if we saw his logs </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">like </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">please </td></tr>",""
"21","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Mrs.Magenta voted to kill Dr.Red</td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">it would be self evident </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">blue, the al, voting the fa </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">silver agent LC </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">btw </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i think maybe we vote red here, although i hate to do it, because he fake claimed at first </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">hello </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">keep in touch with them </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">netsed </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote red </td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td></tr></tbody></table></td><td><pre><b>Private message:</b>I said I am not spoofed are you agent?</pre></td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">im gonna do a little trolling </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">brown is voting red </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">red prob fine </td></tr>",""
"21","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Cyan voted to kill Dr.Red</td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">probably not bohu!!! probably FA!!! </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">vote me </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">vote me </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">im aware </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">now </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">he is downloaded fops on a nodeeee </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">cyan is bohu </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">[!] DAY 2 : Dr.Red ››› 203.0.113.31 </td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">vote me </td></tr>",""
"21","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Orange voted to kill Dr.Red</td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">please understandddd </td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>no im not</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/><br/> Dr.Red </td></tr></tbody></table></td><td><pre><b>Private message:</b>I need your team to help</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td></tr></tbody></table></td><td><pre><b>Private message:</b>BUS TO ME</pre></td></tr>",""
"21","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">i think </td></tr>",""
"21","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote him off so i can get a cool white avatar </td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/><br/> Dr.Gold </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>try again dipshirt</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/><br/> Dr.Red </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>i told him about you</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>I DID</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/><br/> Dr.Orange </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>sus amongu</pre></td></tr>",""
"21","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/><br/> Dr.Red </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>he'll get in contact</pre></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Committed Actions On Night 2<hr/></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Blue used skill <a href=""https://www.playuntrusted.com/manual/skills/#FOLLOW"" target=""_new"">Follow</a> on Dr.Gray</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Cyan used skill <a href=""https://www.playuntrusted.com/manual/skills/#JOURNALIST_WRITEARTICLE"" target=""_new"">Write Article</a></i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gold used skill <a href=""https://www.playuntrusted.com/manual/skills/#MOVE_HIDEOUT"" target=""_new"">Move Hideout</a></i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gray used skill <a href=""https://www.playuntrusted.com/manual/skills/#EMERGENCY_EXTRACTION"" target=""_new"">Emergency Extraction</a> on Dr.Gray</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Green used skill <a href=""https://www.playuntrusted.com/manual/skills/#ASK_THE_RIGHT_QUESTION"" target=""_new"">Ask The Right Question</a> on Dr.Gray</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Orange used skill <a href=""https://www.playuntrusted.com/manual/skills/#MEET_DISCUSS"" target=""_new"">Midnight Meeting</a> on Dr.White</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Pink used skill <a href=""https://www.playuntrusted.com/manual/skills/#SELF_PRESERVATION"" target=""_new"">Throw Under the Bus</a> on Dr.Gray</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Silver used skill <a href=""https://www.playuntrusted.com/manual/skills/#FAKE_ESCORT"" target=""_new"">Fake Escort</a> on Dr.Gray</i></td></tr>",""
"","21","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Mrs.Magenta used skill <a href=""https://www.playuntrusted.com/manual/skills/#FOLLOW"" target=""_new"">Follow</a> on Dr.Cyan</i></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Events for Night 2<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Public Event Log «</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">Dr.Red was found dead under suspicious circumstances. Rumor is that the victim was a(n) Field Agent.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Private Event Logs «</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) You were fooled last night: instead of Dr.Pink, you targeted Dr.Gray tonight.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) It seems like Dr.Gray never left the safe house last night.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Brown.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) Someone was watching you last night.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) You wrote a great article on the hack.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gold) You successfully moved your hideout last night.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) You were fooled last night: instead of Dr.Pink, you targeted Dr.Gray tonight.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) You realized that you were going to target... yourself. You've been played like a fiddle.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) Last night you were escorted to a new hideout.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) Someone was watching you last night.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) After a good talk, you realized that Dr.Gray is indeed capable of hacking.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Orange) You met and talked about the hack with Dr.White.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Pink) You made Dr.Gray your scapegoat tonight. You're safe... for now.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Red) Dr.Red was found dead under suspicious circumstances. Rumor is that the victim was a(n) Field Agent.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Silver) You ""escorted"" Dr.Gray to a new hideout. Whether Dr.Gray is really safe or not, is a different matter...</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.White) Dr.Orange visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","21","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Mrs.Magenta) It seems like Dr.Cyan never left the safe house last night.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/> Day 3<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Day 3 Chat Log «</td></tr>","30"
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">wtf white occd no arrest how!!! </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">thank you gold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">for not voting </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">now you shall claim </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Orange voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">he makes a good point </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">gold claim </td></tr>",""
"30","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/><br/> Dr.Orange </td></tr></tbody></table></td><td><pre><b>Private message:</b>sad I wanted to buss ya</pre></td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">and explain brown ""hunch"" </td></tr>",""
